tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt2085059	tvSeries	Black Mirror	Black Mirror	0	2011	\N	60	Drama,Mystery,Sci-Fi
tt2094766	movie	Assassin's Creed	Assassin's Creed	0	2016	\N	115	Action,Adventure,Sci-Fi
tt2096672	movie	Dumb and Dumber To	Dumb and Dumber To	0	2014	\N	109	Comedy
tt2096673	movie	Inside Out	Inside Out	0	2015	\N	95	Adventure,Animation,Comedy
tt2098220	tvSeries	Hunter x Hunter	Hunter x Hunter	0	2011	2014	24	Action,Adventure,Animation
tt2101441	movie	Spring Breakers	Spring Breakers	0	2012	\N	94	Crime,Drama,Thriller
tt2103281	movie	Dawn of the Planet of the Apes	Dawn of the Planet of the Apes	0	2014	\N	130	Action,Adventure,Drama
tt2106476	movie	The Hunt	Jagten	0	2012	\N	115	Drama
tt2109248	movie	Transformers: Age of Extinction	Transformers: Age of Extinction	0	2014	\N	165	Action,Adventure,Sci-Fi
tt2119532	movie	Hacksaw Ridge	Hacksaw Ridge	0	2016	\N	139	Biography,Drama,History
tt2120120	movie	Pixels	Pixels	0	2015	\N	105	Action,Comedy,Fantasy
tt2126355	movie	San Andreas	San Andreas	0	2015	\N	114	Action,Adventure,Thriller
tt2139881	movie	Long Shot	Long Shot	0	2019	\N	125	Comedy,Romance
tt2140373	movie	Saving Mr. Banks	Saving Mr. Banks	0	2013	\N	125	Biography,Comedy,Drama
tt2140379	movie	Self/less	Self/less	0	2015	\N	117	Action,Mystery,Sci-Fi
tt2140479	movie	The Accountant	The Accountant	0	2016	\N	128	Action,Crime,Drama
tt2149175	tvSeries	The Americans	The Americans	0	2013	2018	44	Crime,Drama,Mystery
tt2170439	movie	Horrible Bosses 2	Horrible Bosses 2	0	2014	\N	108	Comedy,Crime
tt2170593	movie	St. Vincent	St. Vincent	0	2014	\N	102	Comedy,Drama
tt2177771	movie	The Monuments Men	The Monuments Men	0	2014	\N	118	Comedy,Drama,War
tt2178784	tvEpisode	The Rains of Castamere	The Rains of Castamere	0	2013	\N	51	Action,Adventure,Drama
tt2179136	movie	American Sniper	American Sniper	0	2014	\N	133	Action,Biography,Drama
tt2180411	movie	Into the Woods	Into the Woods	0	2014	\N	125	Adventure,Comedy,Drama
tt2184339	movie	The Purge	The Purge	0	2013	\N	85	Horror,Sci-Fi,Thriller
tt2188671	tvSeries	Bates Motel	Bates Motel	0	2013	2017	45	Drama,Horror,Mystery
tt2191671	tvSeries	Elementary	Elementary	0	2012	2019	60	Crime,Drama,Mystery
tt2191701	movie	Grown Ups 2	Grown Ups 2	0	2013	\N	101	Comedy
tt2193021	tvSeries	Arrow	Arrow	0	2012	2020	42	Action,Adventure,Crime
tt2193215	movie	The Counselor	The Counselor	0	2013	\N	117	Action,Adventure,Crime
tt2194499	movie	About Time	About Time	0	2013	\N	123	Comedy,Drama,Fantasy
tt2199571	movie	Run All Night	Run All Night	0	2015	\N	114	Action,Crime,Thriller
tt2203939	movie	The Other Woman	The Other Woman	0	2014	\N	109	Comedy,Romance
tt2209418	movie	Before Midnight	Before Midnight	0	2013	\N	109	Drama,Romance
tt2209764	movie	Transcendence	Transcendence	0	2014	\N	119	Action,Drama,Sci-Fi
tt2222042	movie	Love and Monsters	Love and Monsters	0	2020	\N	109	Action,Adventure,Comedy
tt2224026	movie	Home	Home	0	2015	\N	94	Adventure,Animation,Comedy
tt2226417	movie	Insidious: Chapter 2	Insidious: Chapter 2	0	2013	\N	106	Horror,Mystery,Thriller
tt2229499	movie	Don Jon	Don Jon	0	2013	\N	90	Comedy,Drama,Romance
tt2231461	movie	Rampage	Rampage	0	2018	\N	107	Action,Adventure,Sci-Fi
tt2234155	movie	The Internship	The Internship	0	2013	\N	119	Comedy
tt2234222	tvSeries	Orphan Black	Orphan Black	0	2013	2017	44	Drama,Sci-Fi,Thriller
tt2239822	movie	Valerian and the City of a Thousand Planets	Valerian and the City of a Thousand Planets	0	2017	\N	136	Action,Adventure,Fantasy
tt2241351	movie	Money Monster	Money Monster	0	2016	\N	98	Action,Crime,Drama
tt2243973	tvSeries	Hannibal	Hannibal	0	2013	2015	45	Crime,Drama,Horror
tt2245084	movie	Big Hero 6	Big Hero 6	0	2014	\N	102	Action,Adventure,Animation
tt2249364	tvSeries	Broadchurch	Broadchurch	0	2013	2017	\N	Crime,Drama,Mystery
tt2250912	movie	Spider-Man: Homecoming	Spider-Man: Homecoming	0	2017	\N	133	Action,Adventure,Sci-Fi
tt2261227	tvSeries	Altered Carbon	Altered Carbon	0	2018	2020	60	Action,Drama,Sci-Fi
tt2265171	movie	The Raid 2	Serbuan maut 2: Berandal	0	2014	\N	150	Action,Crime,Thriller
tt2267968	movie	Kung Fu Panda 3	Kung Fu Panda 3	0	2016	\N	95	Action,Adventure,Animation
tt2267998	movie	Gone Girl	Gone Girl	0	2014	\N	149	Drama,Mystery,Thriller
tt22687790	movie	A Haunting in Venice	A Haunting in Venice	0	2023	\N	103	Crime,Drama,Horror
tt2277860	movie	Finding Dory	Finding Dory	0	2016	\N	97	Adventure,Animation,Comedy
tt2278388	movie	The Grand Budapest Hotel	The Grand Budapest Hotel	0	2014	\N	99	Adventure,Comedy,Crime
tt2278871	movie	Blue Is the Warmest Colour	La vie d'Adèle	0	2013	\N	180	Drama,Romance
tt2283336	movie	Men in Black: International	Men in Black: International	0	2019	\N	114	Action,Adventure,Comedy
tt2283362	movie	Jumanji: Welcome to the Jungle	Jumanji: Welcome to the Jungle	0	2017	\N	119	Action,Adventure,Comedy
tt2293640	movie	Minions	Minions	0	2015	\N	91	Adventure,Animation,Comedy
tt2294189	tvSeries	The Fall	The Fall	0	2013	2016	60	Crime,Drama,Thriller
tt2294449	movie	22 Jump Street	22 Jump Street	0	2014	\N	112	Action,Comedy,Crime
tt2294629	movie	Frozen	Frozen	0	2013	\N	102	Adventure,Animation,Comedy
tt2301451	tvEpisode	Ozymandias	Ozymandias	0	2013	\N	47	Crime,Drama,Thriller
tt2301455	tvEpisode	Felina	Felina	0	2013	\N	55	Crime,Drama,Thriller
tt2302755	movie	Olympus Has Fallen	Olympus Has Fallen	0	2013	\N	119	Action,Thriller
tt2304933	movie	The 5th Wave	The 5th Wave	0	2016	\N	112	Action,Adventure,Sci-Fi
tt2305051	movie	Wild	Wild	0	2014	\N	115	Adventure,Biography,Drama
tt2306299	tvSeries	Vikings	Vikings	0	2013	2020	45	Action,Adventure,Drama
tt2310332	movie	The Hobbit: The Battle of the Five Armies	The Hobbit: The Battle of the Five Armies	0	2014	\N	144	Adventure,Fantasy
tt2312718	movie	Homefront	Homefront	0	2013	\N	100	Action,Crime,Thriller
tt2316204	movie	Alien: Covenant	Alien: Covenant	0	2017	\N	122	Horror,Sci-Fi,Thriller
tt2316411	movie	Enemy	Enemy	0	2013	\N	91	Drama,Mystery,Thriller
tt2321549	movie	The Babadook	The Babadook	0	2014	\N	94	Drama,Horror,Mystery
tt2322441	movie	Fifty Shades of Grey	Fifty Shades of Grey	0	2015	\N	125	Drama,Romance,Thriller
tt2333784	movie	The Expendables 3	The Expendables 3	0	2014	\N	126	Action,Adventure,Thriller
tt2334873	movie	Blue Jasmine	Blue Jasmine	0	2013	\N	98	Comedy,Drama,Romance
tt2334879	movie	White House Down	White House Down	0	2013	\N	131	Action,Drama,Thriller
tt2338151	movie	PK	PK	0	2014	\N	153	Comedy,Drama,Sci-Fi
tt2345759	movie	The Mummy	The Mummy	0	2017	\N	110	Action,Adventure,Fantasy
tt2356777	tvSeries	True Detective	True Detective	0	2014	\N	60	Crime,Drama,Mystery
tt2357129	movie	Jobs	Jobs	0	2013	\N	128	Biography,Drama
tt2357291	movie	Rio 2	Rio 2	0	2014	\N	101	Adventure,Animation,Comedy
tt2357547	tvSeries	Jessica Jones	Jessica Jones	0	2015	2019	56	Action,Crime,Drama
tt2361509	movie	The Intern	The Intern	0	2015	\N	121	Comedy,Drama
tt2364582	tvSeries	Agents of S.H.I.E.L.D.	Agents of S.H.I.E.L.D.	0	2013	2020	45	Action,Adventure,Drama
tt2369135	movie	Need for Speed	Need for Speed	0	2014	\N	132	Action,Crime,Thriller
tt2372162	tvSeries	Orange Is the New Black	Orange Is the New Black	0	2013	2019	59	Comedy,Crime,Drama
tt2375692	tvSeries	Black Sails	Black Sails	0	2014	2017	60	Action,Adventure,Drama
tt2379713	movie	Spectre	Spectre	0	2015	\N	148	Action,Adventure,Thriller
tt2380307	movie	Coco	Coco	0	2017	\N	105	Adventure,Animation,Drama
tt2381111	movie	Brooklyn	Brooklyn	0	2015	\N	117	Drama,Romance
tt2381249	movie	Mission: Impossible - Rogue Nation	Mission: Impossible - Rogue Nation	0	2015	\N	131	Action,Adventure,Thriller
tt2381941	movie	Focus	Focus	0	2015	\N	105	Comedy,Crime,Drama
tt2381991	movie	The Huntsman: Winter's War	The Huntsman: Winter's War	0	2016	\N	114	Action,Adventure,Drama
tt2382320	movie	No Time to Die	No Time to Die	0	2021	\N	163	Action,Adventure,Thriller
tt23849204	movie	12th Fail	12th Fail	0	2023	\N	147	Biography,Drama
tt2386490	movie	How to Train Your Dragon: The Hidden World	How to Train Your Dragon: The Hidden World	0	2019	\N	104	Action,Adventure,Animation
tt2388715	movie	Oculus	Oculus	0	2013	\N	104	Horror,Mystery,Thriller
tt2395427	movie	Avengers: Age of Ultron	Avengers: Age of Ultron	0	2015	\N	141	Action,Adventure,Sci-Fi
tt2395695	tvMiniSeries	Cosmos: A Spacetime Odyssey	Cosmos: A Spacetime Odyssey	0	2014	2014	43	Documentary
tt2397535	movie	Predestination	Predestination	0	2014	\N	97	Action,Drama,Sci-Fi
tt2400463	movie	The Invitation	The Invitation	0	2015	\N	100	Drama,Horror,Mystery
tt2401256	tvMiniSeries	The Night Of	The Night Of	0	2016	2016	66	Crime,Drama,Mystery
tt2402927	movie	Carol	Carol	0	2015	\N	118	Drama,Romance
tt2403776	tvSeries	Shadow and Bone	Shadow and Bone	0	2021	2023	60	Action,Adventure,Drama
tt2404233	movie	Gods of Egypt	Gods of Egypt	0	2016	\N	127	Action,Adventure,Drama
tt2404311	movie	The Family	The Family	0	2013	\N	111	Comedy,Crime,Thriller
tt2404435	movie	The Magnificent Seven	The Magnificent Seven	0	2016	\N	132	Action,Adventure,Drama
tt2404463	movie	The Heat	The Heat	0	2013	\N	117	Action,Comedy,Crime
tt2406566	movie	Atomic Blonde	Atomic Blonde	0	2017	\N	115	Action,Thriller
tt2431286	movie	Philomena	Philomena	0	2013	\N	98	Biography,Comedy,Drama
tt2431438	tvSeries	Sense8	Sense8	0	2015	2018	60	Drama,Mystery,Sci-Fi
tt2442560	tvSeries	Peaky Blinders	Peaky Blinders	0	2013	2022	60	Crime,Drama
tt2446042	movie	Taken 3	Taken 3	0	2014	\N	108	Action,Adventure,Crime
tt2446980	movie	Joy	Joy	0	2015	\N	124	Biography,Drama
tt2463208	movie	The Adam Project	The Adam Project	0	2022	\N	106	Action,Adventure,Comedy
tt2467372	tvSeries	Brooklyn Nine-Nine	Brooklyn Nine-Nine	0	2013	2021	22	Comedy,Crime
tt2481498	movie	Extremely Wicked, Shockingly Evil and Vile	Extremely Wicked, Shockingly Evil and Vile	0	2019	\N	110	Biography,Crime,Drama
tt2488496	movie	Star Wars: Episode VII - The Force Awakens	Star Wars: Episode VII - The Force Awakens	0	2015	\N	138	Action,Adventure,Sci-Fi
tt2494362	movie	Bone Tomahawk	Bone Tomahawk	0	2015	\N	132	Drama,Horror,Western
tt2503944	movie	Burnt	Burnt	0	2015	\N	101	Comedy,Drama
tt2510894	movie	Hotel Transylvania 2	Hotel Transylvania 2	0	2015	\N	89	Adventure,Animation,Comedy
tt2527336	movie	Star Wars: Episode VIII - The Last Jedi	Star Wars: Episode VIII - The Last Jedi	0	2017	\N	152	Action,Adventure,Fantasy
tt2527338	movie	Star Wars: Episode IX - The Rise of Skywalker	Star Wars: Episode IX - The Rise of Skywalker	0	2019	\N	141	Action,Adventure,Fantasy
tt2531336	tvSeries	Lupin	Lupin	0	2021	\N	45	Action,Crime,Drama
tt2543164	movie	Arrival	Arrival	0	2016	\N	116	Drama,Mystery,Sci-Fi
tt2543472	movie	Wonder	Wonder	0	2017	\N	113	Drama,Family
tt2548396	movie	The Cloverfield Paradox	The Cloverfield Paradox	0	2018	\N	102	Action,Horror,Sci-Fi
tt2554274	movie	Crimson Peak	Crimson Peak	0	2015	\N	119	Drama,Horror,Mystery
tt2557478	movie	Pacific Rim: Uprising	Pacific Rim Uprising	0	2018	\N	111	Action,Adventure,Sci-Fi
tt2557490	movie	A Million Ways to Die in the West	A Million Ways to Die in the West	0	2014	\N	116	Comedy,Western
tt2560140	tvSeries	Attack on Titan	Shingeki no Kyojin	0	2013	2023	24	Action,Adventure,Animation
tt2561572	movie	Get Hard	Get Hard	0	2015	\N	100	Comedy,Crime
tt2562232	movie	Birdman or (The Unexpected Virtue of Ignorance)	Birdman or (The Unexpected Virtue of Ignorance)	0	2014	\N	119	Comedy,Drama
tt2567026	movie	Alice Through the Looking Glass	Alice Through the Looking Glass	0	2016	\N	113	Adventure,Family,Fantasy
tt2575988	tvSeries	Silicon Valley	Silicon Valley	0	2014	2019	30	Comedy
tt2582496	movie	Me and Earl and the Dying Girl	Me and Earl and the Dying Girl	0	2015	\N	105	Comedy,Drama,Romance
tt2582782	movie	Hell or High Water	Hell or High Water	0	2016	\N	102	Crime,Drama,Thriller
tt2582802	movie	Whiplash	Whiplash	0	2014	\N	106	Drama,Music
tt2582846	movie	The Fault in Our Stars	The Fault in Our Stars	0	2014	\N	126	Drama,Romance
tt2584384	movie	Jojo Rabbit	Jojo Rabbit	0	2019	\N	108	Comedy,Drama,War
tt2592614	movie	Resident Evil: The Final Chapter	Resident Evil: The Final Chapter	0	2016	\N	107	Action,Horror,Sci-Fi
tt2628232	tvSeries	Penny Dreadful	Penny Dreadful	0	2014	2016	60	Drama,Fantasy,Horror
tt2631186	movie	Baahubali: The Beginning	Bãhubali: The Beginning	0	2015	\N	159	Action,Drama
tt2632424	tvSeries	The Originals	The Originals	0	2013	2018	45	Drama,Fantasy,Horror
tt2637276	movie	Ted 2	Ted 2	0	2015	\N	115	Comedy
tt2649356	tvMiniSeries	Sharp Objects	Sharp Objects	0	2018	2018	53	Crime,Drama,Mystery
tt2660888	movie	Star Trek Beyond	Star Trek Beyond	0	2016	\N	122	Action,Adventure,Sci-Fi
tt2661044	tvSeries	The 100	The 100	0	2014	2020	43	Drama,Mystery,Sci-Fi
tt26693803	tvSeries	King the Land	King Deo Raendeu	0	2023	2023	60	Comedy,Drama,Romance
tt2671706	movie	Fences	Fences	0	2016	\N	139	Drama
tt2674426	movie	Me Before You	Me Before You	0	2016	\N	110	Drama,Romance
tt2692250	movie	Night at the Museum: Secret of the Tomb	Night at the Museum: Secret of the Tomb	0	2014	\N	98	Adventure,Comedy,Family
tt2692904	movie	Locke	Locke	0	2013	\N	85	Drama
tt2699128	tvSeries	The Leftovers	The Leftovers	0	2014	2017	60	Drama,Fantasy,Mystery
tt2704998	movie	Game Night	Game Night	0	2018	\N	100	Action,Adventure,Comedy
tt2707408	tvSeries	Narcos	Narcos	0	2015	2017	50	Biography,Crime,Drama
tt2709768	movie	The Secret Life of Pets	The Secret Life of Pets	0	2016	\N	86	Adventure,Animation,Comedy
tt2713180	movie	Fury	Fury	0	2014	\N	134	Action,Drama,War
tt2719848	movie	Everest	Everest	0	2015	\N	121	Action,Adventure,Biography
tt2737304	movie	Bird Box	Bird Box	0	2018	\N	124	Horror,Mystery,Sci-Fi
tt2741602	tvSeries	The Blacklist	The Blacklist	0	2013	2023	43	Crime,Drama,Mystery
tt2763304	movie	T2 Trainspotting	T2 Trainspotting	0	2017	\N	117	Comedy,Crime,Drama
tt2771200	movie	Beauty and the Beast	Beauty and the Beast	0	2017	\N	129	Adventure,Family,Fantasy
tt2788316	tvMiniSeries	Shōgun	Shôgun	0	2024	2024	60	Adventure,Drama,History
tt2788710	movie	The Interview	The Interview	0	2014	\N	112	Action,Adventure,Comedy
tt2798920	movie	Annihilation	Annihilation	0	2018	\N	115	Adventure,Drama,Horror
tt2802144	movie	Kingsman: The Secret Service	Kingsman: The Secret Service	0	2014	\N	129	Action,Adventure,Comedy
tt2802850	tvSeries	Fargo	Fargo	0	2014	2024	60	Crime,Drama,Thriller
tt2820852	movie	Furious 7	Fast & Furious 7	0	2015	\N	137	Action,Crime,Thriller
tt2848292	movie	Pitch Perfect 2	Pitch Perfect 2	0	2015	\N	115	Comedy,Music
tt2854926	movie	Tag	Tag	0	2018	\N	100	Action,Comedy
tt2861424	tvSeries	Rick and Morty	Rick and Morty	0	2013	\N	23	Adventure,Animation,Comedy
tt2866360	movie	Coherence	Coherence	0	2013	\N	89	Drama,Mystery,Sci-Fi
tt2870612	movie	As Above, So Below	As Above, So Below	0	2014	\N	93	Horror,Mystery,Thriller
tt2872718	movie	Nightcrawler	Nightcrawler	0	2014	\N	117	Crime,Drama,Thriller
tt2872732	movie	Lucy	Lucy	0	2014	\N	89	Action,Sci-Fi,Thriller
tt2873282	movie	Red Sparrow	Red Sparrow	0	2018	\N	140	Action,Drama,Thriller
tt2883512	movie	Chef	Chef	0	2014	\N	114	Adventure,Comedy,Drama
tt2884206	movie	I Origins	I Origins	0	2014	\N	106	Drama,Mystery,Romance
tt2906216	movie	Dungeons & Dragons: Honor Among Thieves	Dungeons & Dragons: Honor Among Thieves	0	2023	\N	134	Action,Adventure,Comedy
tt2908446	movie	The Divergent Series: Insurgent	Insurgent	0	2015	\N	119	Action,Adventure,Sci-Fi
tt2911666	movie	John Wick	John Wick	0	2014	\N	101	Action,Crime,Thriller
tt2935510	movie	Ad Astra	Ad Astra	0	2019	\N	123	Adventure,Drama,Mystery
tt2948356	movie	Zootopia	Zootopia	0	2016	\N	108	Action,Adventure,Animation
tt2948372	movie	Soul	Soul	0	2020	\N	100	Adventure,Animation,Comedy
tt2953050	movie	Encanto	Encanto	0	2021	\N	102	Animation,Comedy,Family
tt2975578	movie	The Purge: Anarchy	The Purge: Anarchy	0	2014	\N	103	Action,Horror,Sci-Fi
tt2975590	movie	Batman v Superman: Dawn of Justice	Batman v Superman: Dawn of Justice	0	2016	\N	151	Action,Adventure,Sci-Fi
tt2980516	movie	The Theory of Everything	The Theory of Everything	0	2014	\N	123	Biography,Drama,Romance
tt2980592	movie	The Guest	The Guest	0	2014	\N	100	Action,Mystery,Thriller
tt3006802	tvSeries	Outlander	Outlander	0	2014	\N	60	Drama,Fantasy,Romance
tt3011894	movie	Wild Tales	Relatos salvajes	0	2014	\N	122	Comedy,Drama,Thriller
tt3032476	tvSeries	Better Call Saul	Better Call Saul	0	2015	2022	45	Crime,Drama
tt3040964	movie	The Jungle Book	The Jungle Book	0	2016	\N	106	Action,Adventure,Animation
tt3062096	movie	Inferno	Inferno	0	2016	\N	121	Action,Adventure,Crime
tt3065204	movie	The Conjuring 2	The Conjuring 2	0	2016	\N	134	Horror,Mystery,Thriller
tt3072482	movie	Hardcore Henry	Hardcore Henry	0	2015	\N	96	Action,Adventure,Sci-Fi
tt3076658	movie	Creed	Creed	0	2015	\N	133	Action,Drama,Sport
tt3079380	movie	Spy	Spy	0	2015	\N	120	Action,Comedy
tt3104988	movie	Crazy Rich Asians	Crazy Rich Asians	0	2018	\N	120	Comedy,Drama,Romance
tt3107288	tvSeries	The Flash	The Flash	0	2014	2023	43	Action,Adventure,Drama
tt3110958	movie	Now You See Me 2	Now You See Me 2	0	2016	\N	129	Action,Adventure,Comedy
tt3152624	movie	Trainwreck	Trainwreck	0	2015	\N	125	Comedy,Drama,Romance
tt3170832	movie	Room	Room	0	2015	\N	118	Drama,Thriller
tt3183660	movie	Fantastic Beasts and Where to Find Them	Fantastic Beasts and Where to Find Them	0	2016	\N	132	Adventure,Family,Fantasy
tt3195644	movie	Insidious: Chapter 3	Insidious: Chapter 3	0	2015	\N	97	Horror,Mystery,Thriller
tt3205802	tvSeries	How to Get Away with Murder	How to Get Away with Murder	0	2014	2020	43	Crime,Drama,Mystery
tt3228774	movie	Cruella	Cruella	0	2021	\N	134	Adventure,Comedy,Crime
tt3230854	tvSeries	The Expanse	The Expanse	0	2015	2022	60	Drama,Mystery,Sci-Fi
tt3235888	movie	It Follows	It Follows	0	2014	\N	100	Horror,Mystery,Thriller
tt3263904	movie	Sully	Sully	0	2016	\N	96	Biography,Drama
tt3281548	movie	Little Women	Little Women	0	2019	\N	135	Drama,Romance
tt3289956	movie	The Autopsy of Jane Doe	The Autopsy of Jane Doe	0	2016	\N	86	Horror,Mystery,Thriller
tt3300542	movie	London Has Fallen	London Has Fallen	0	2016	\N	99	Action,Thriller
tt3315342	movie	Logan	Logan	0	2017	\N	137	Action,Drama,Sci-Fi
tt3316960	movie	Still Alice	Still Alice	0	2014	\N	101	Drama
tt3322310	tvSeries	Iron Fist	Iron Fist	0	2017	2018	55	Action,Adventure,Crime
tt3322312	tvSeries	Daredevil	Daredevil	0	2015	2018	60	Action,Crime,Drama
tt3322314	tvSeries	Luke Cage	Luke Cage	0	2016	2018	55	Action,Crime,Drama
tt3322364	movie	Concussion	Concussion	0	2015	\N	123	Biography,Drama,Sport
tt3322940	movie	Annabelle	Annabelle	0	2014	\N	99	Horror,Mystery,Thriller
tt3359350	movie	Road House	Road House	0	2024	\N	121	Action,Thriller
tt3371366	movie	Transformers: The Last Knight	Transformers: The Last Knight	0	2017	\N	154	Action,Adventure,Sci-Fi
tt3381008	movie	The Brothers Grimsby	Grimsby	0	2016	\N	83	Action,Adventure,Comedy
tt3385516	movie	X-Men: Apocalypse	X-Men: Apocalypse	0	2016	\N	144	Action,Adventure,Sci-Fi
tt3393786	movie	Jack Reacher: Never Go Back	Jack Reacher: Never Go Back	0	2016	\N	118	Action,Crime,Drama
tt3397884	movie	Sicario	Sicario	0	2015	\N	121	Action,Crime,Drama
tt3398228	tvSeries	BoJack Horseman	BoJack Horseman	0	2014	2020	25	Animation,Comedy,Drama
tt3402236	movie	Murder on the Orient Express	Murder on the Orient Express	0	2017	\N	114	Crime,Drama,Mystery
tt3410834	movie	Allegiant	Allegiant	0	2016	\N	120	Action,Adventure,Mystery
tt3416742	movie	What We Do in the Shadows	What We Do in the Shadows	0	2014	\N	86	Comedy,Horror
tt3450958	movie	War for the Planet of the Apes	War for the Planet of the Apes	0	2017	\N	140	Action,Adventure,Drama
tt3460252	movie	The Hateful Eight	The Hateful Eight	0	2015	\N	168	Crime,Drama,Mystery
tt3464902	movie	The Lobster	The Lobster	0	2015	\N	119	Drama,Romance,Sci-Fi
tt3469046	movie	Despicable Me 3	Despicable Me 3	0	2017	\N	89	Adventure,Animation,Comedy
tt3470600	movie	Sing	Sing	0	2016	\N	108	Animation,Comedy,Family
tt3480822	movie	Black Widow	Black Widow	0	2021	\N	134	Action,Adventure,Sci-Fi
tt3488710	movie	The Walk	The Walk	0	2015	\N	123	Adventure,Biography,Drama
tt3498820	movie	Captain America: Civil War	Captain America: Civil War	0	2016	\N	147	Action,Sci-Fi
tt3501632	movie	Thor: Ragnarok	Thor: Ragnarok	0	2017	\N	130	Action,Adventure,Comedy
tt3521126	movie	The Disaster Artist	The Disaster Artist	0	2017	\N	104	Biography,Comedy,Drama
tt3521164	movie	Moana	Moana	0	2016	\N	107	Adventure,Animation,Comedy
tt3526078	tvSeries	Schitt's Creek	Schitt$ Creek	0	2015	2020	22	Comedy
tt3531824	movie	Nerve	Nerve	0	2016	\N	96	Action,Adventure,Crime
tt3532216	movie	American Made	American Made	0	2017	\N	115	Action,Comedy,Crime
tt3544112	movie	Sing Street	Sing Street	0	2016	\N	106	Comedy,Drama,Music
tt3553976	movie	Captain Fantastic	Captain Fantastic	0	2016	\N	118	Comedy,Drama
tt3567288	movie	The Visit	The Visit	0	2015	\N	94	Horror,Mystery,Thriller
tt3569230	movie	Legend	Legend	0	2015	\N	132	Biography,Crime,Drama
tt3581920	tvSeries	The Last of Us	The Last of Us	0	2023	\N	50	Action,Adventure,Drama
tt3605418	movie	Knock Knock	Knock Knock	0	2015	\N	99	Crime,Thriller
tt3606752	movie	Cars 3	Cars 3	0	2017	\N	102	Adventure,Animation,Comedy
tt3606756	movie	Incredibles 2	Incredibles 2	0	2018	\N	118	Action,Adventure,Animation
tt3622592	movie	Paper Towns	Paper Towns	0	2015	\N	109	Adventure,Comedy,Drama
tt3631112	movie	The Girl on the Train	The Girl on the Train	0	2016	\N	112	Crime,Drama,Mystery
tt3640424	movie	Allied	Allied	0	2016	\N	124	Action,Drama,Romance
tt3647998	tvSeries	Taboo	Taboo	0	2017	2017	60	Drama,Mystery,Thriller
tt3659388	movie	The Martian	The Martian	0	2015	\N	144	Adventure,Drama,Sci-Fi
tt3682448	movie	Bridge of Spies	Bridge of Spies	0	2015	\N	142	Drama,History,Thriller
tt3704428	movie	Elvis	Elvis	0	2022	\N	159	Biography,Drama,Music
tt3717490	movie	Power Rangers	Power Rangers	0	2017	\N	124	Action,Adventure,Fantasy
tt3731562	movie	Kong: Skull Island	Kong: Skull Island	0	2017	\N	118	Action,Adventure,Fantasy
tt3741700	movie	Godzilla: King of the Monsters	Godzilla: King of the Monsters	0	2019	\N	132	Action,Adventure,Fantasy
tt3741834	movie	Lion	Lion	0	2016	\N	118	Biography,Drama
tt3743822	tvSeries	Fear the Walking Dead	Fear the Walking Dead	0	2015	2023	44	Drama,Horror,Sci-Fi
tt3748172	movie	Gerald's Game	Gerald's Game	0	2017	\N	103	Drama,Horror,Thriller
tt3748528	movie	Rogue One: A Star Wars Story	Rogue One	0	2016	\N	133	Action,Adventure,Sci-Fi
tt3749900	tvSeries	Gotham	Gotham	0	2014	2019	42	Action,Crime,Drama
tt3766354	movie	The Equalizer 2	The Equalizer 2	0	2018	\N	121	Action,Crime,Thriller
tt3774114	movie	Snowden	Snowden	0	2016	\N	134	Biography,Crime,Drama
tt3778644	movie	Solo: A Star Wars Story	Solo: A Star Wars Story	0	2018	\N	135	Action,Adventure,Sci-Fi
tt3783958	movie	La La Land	La La Land	0	2016	\N	128	Comedy,Drama,Music
tt3794354	movie	Sonic the Hedgehog	Sonic the Hedgehog	0	2020	\N	99	Action,Adventure,Comedy
tt3799694	movie	The Nice Guys	The Nice Guys	0	2016	\N	116	Action,Comedy,Crime
tt3811906	movie	Malignant	Malignant	0	2021	\N	111	Crime,Horror,Mystery
tt3829266	movie	The Predator	The Predator	0	2018	\N	107	Action,Adventure,Horror
tt3846674	movie	To All the Boys I've Loved Before	To All the Boys I've Loved Before	0	2018	\N	99	Comedy,Drama,Romance
tt3866850	tvEpisode	Hardhome	Hardhome	0	2015	\N	61	Action,Adventure,Drama
tt3874544	movie	The Boss Baby	The Boss Baby	0	2017	\N	97	Adventure,Animation,Comedy
tt3882082	movie	The Boy	The Boy	0	2016	\N	97	Horror,Mystery,Thriller
tt3890160	movie	Baby Driver	Baby Driver	0	2017	\N	113	Action,Crime,Drama
tt3896198	movie	Guardians of the Galaxy Vol. 2	Guardians of the Galaxy Vol. 2	0	2017	\N	136	Action,Adventure,Comedy
tt3915174	movie	Puss in Boots: The Last Wish	Puss in Boots: The Last Wish	0	2022	\N	102	Action,Adventure,Animation
tt3920596	tvSeries	Big Little Lies	Big Little Lies	0	2017	2019	60	Crime,Drama,Mystery
tt3967856	movie	Okja	Okja	0	2017	\N	120	Action,Adventure,Drama
tt4016454	tvSeries	Supergirl	Supergirl	0	2015	2021	43	Action,Adventure,Drama
tt4016934	movie	The Handmaiden	Ah-ga-ssi	0	2016	\N	145	Drama,Romance,Thriller
tt4034228	movie	Manchester by the Sea	Manchester by the Sea	0	2016	\N	137	Drama
tt4034354	movie	Swiss Army Man	Swiss Army Man	0	2016	\N	97	Comedy,Drama,Fantasy
