nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0587043	A.D. Miles	\N	\N	writer,actor,producer	tt0430922,tt0243655,tt1158931,tt0247199
nm0587060	Ben Miles	1966	\N	actor,archive_footage	tt9253284,tt8201186,tt7615302,tt4786824
nm0587151	Joanna Miles	1940	\N	actress,producer	tt0113492,tt0070115,tt0092455,tt0073835
nm0587249	Sylvia Miles	1924	2019	actress,soundtrack,archive_footage	tt0064665,tt0094291,tt0083908,tt0082427
nm0587256	Vera Miles	1929	\N	actress,soundtrack,archive_footage	tt0056217,tt0054215,tt0049730,tt0051207
nm0587340	Penelope Milford	1948	\N	actress,archive_footage	tt0097493,tt0077362,tt0076868,tt0071806
nm0587379	Michael Milhoan	1957	\N	actor	tt0097351,tt0160862,tt0112740,tt0116253
nm0587401	Tomas Milian	1933	2017	actor,writer,music_department	tt0181865,tt0058231,tt0102138,tt0075152
nm0587431	Ivana Milicevic	1974	\N	actress	tt0425123,tt0404390,tt0314331,tt0338337
nm0587518	John Milius	1944	\N	writer,producer,director	tt0082198,tt0068762,tt0078788,tt0087985
nm0587572	Jake Milkovich	\N	\N	actor	tt0218967,tt0112022
nm0587574	Ryan Milkovich	\N	\N	actor	tt0218967
nm0587679	Lee Millar	1924	1980	actor,soundtrack,archive_footage	tt0048280,tt0042123,tt0052520,tt0047767
nm0587884	Andrew Miller	1969	\N	writer,producer,actor	tt0123755,tt1236424,tt1837654,tt0298482
nm0587950	Ben Miller	1966	\N	actor,writer,producer	tt11981644,tt8740790,tt6921996,tt4468740
nm0587955	Bennett Miller	1966	\N	director,producer,miscellaneous	tt1100089,tt0379725,tt1210166,tt0150230
nm0588033	Carl Miller	1894	1979	actor,miscellaneous,archive_footage	tt0012349,tt0015091,tt0014624,tt0018979
nm0588087	Christopher Miller	1975	\N	producer,writer,actor	tt1490017,tt9362722,tt0305011,tt4633694
nm0588241	Dick Miller	1928	2019	actor,writer,director	tt0088247,tt0096734,tt0114608,tt0087363
nm0588318	Ernest Miller	1964	\N	actor,producer,script_department	tt1125849,tt0346631,tt1274418,tt0251469
nm0588340	Frank Miller	1957	\N	writer,producer,actor	tt0401792,tt0831887,tt0458481,tt0416449
nm0588553	Jason Miller	1939	2001	actor,writer,director	tt0070047,tt0099528,tt0108002,tt0084784
nm0588766	Kristen Miller	1976	\N	actress,producer,writer	tt0372588,tt0175526,tt0403384,tt0315064
nm0588777	Larry Miller	1953	\N	actor,writer,producer	tt0147800,tt0100405,tt0310281,tt0117218
nm0589077	Omar Benson Miller	1978	\N	actor,producer,director	tt2891574,tt0298203,tt1046997,tt0358135
nm0589248	Roger Miller	1936	1992	actor,music_department,writer	tt0070608,tt0086393,tt0758758,tt0157503
nm0589505	Wentworth Miller	1972	\N	actor,producer,writer	tt0455275,tt0308383,tt1682180,tt0320691
nm0590055	John Mills	1908	2005	actor,producer,director	tt0038574,tt0060395,tt0066319,tt0047094
nm0590123	Mort Mills	1919	1993	actor,archive_footage	tt0052311,tt0054215,tt0061107,tt0050051
nm0590166	Rob Mills	\N	\N	actor,producer,writer	tt0091369,tt0103060,tt0136634,tt0905372
nm0590452	Sandra Milo	1933	2024	actress,miscellaneous,archive_footage	tt0056801,tt0059229,tt0053570,tt0057664
nm0590875	Mina E. Mina	1934	\N	actor	tt0765443,tt0120657,tt0296572,tt0183523
nm0591247	Ming Lo	\N	\N	actor,producer,director	tt0418763,tt1866249,tt0240468,tt0454921
nm0591450	Rob Minkoff	1962	\N	producer,director,writer	tt0110357,tt0243585,tt0865556,tt0338094
nm0591615	Alexis Minotis	1898	1990	actor,director,producer	tt0038409,tt0048283,tt0038787,tt12313434
nm0591755	Emil Minty	1972	\N	actor,archive_footage	tt0082694,tt0470153,tt0086591,tt0125752
nm0591994	Lexi Alexander	1974	\N	director,writer,producer	tt0385002,tt0450314,tt19865716,tt0329245
nm0592135	Lin-Manuel Miranda	1980	\N	actor,composer,music_department	tt8503618,tt1321510,tt5028340,tt8721424
nm0592795	Piyush Mishra	1963	\N	actor,music_department,writer	tt1954470,tt1261047,tt1166100,tt0319736
nm0592923	Dorian Missick	1976	\N	actor,producer,archive_footage	tt1299368,tt5648882,tt14077516,tt10327830
nm0592993	Jimi Mistry	1973	\N	actor,writer,music_department	tt1032755,tt1190080,tt0450259,tt1258197
nm0593258	Daryl Mitchell	1965	\N	actor,miscellaneous,producer	tt0147800,tt0454848,tt0177789,tt0107302
nm0593273	Delaina Hlavin	1975	\N	actress,writer,miscellaneous	tt11271038,tt3655448,tt1791528,tt0259711
nm0593301	E. Roger Mitchell	\N	\N	actor,producer,writer	tt0455944,tt1951264,tt3263904,tt2304933
nm0593310	Elizabeth Mitchell	1970	\N	actress,producer,archive_footage	tt4094724,tt0404390,tt0186151,tt0411008
nm0593510	Kirby Mitchell	\N	\N	actor	tt0102768,tt0115685,tt0472062,tt1135487
nm0593610	Mike Mitchell	1970	\N	director,writer,actor	tt0892782,tt0892791,tt3513498,tt0194006
nm0593612	Millard Mitchell	1903	1953	actor,soundtrack,archive_footage	tt0045152,tt0043137,tt0040367,tt0044953
nm0593664	Radha Mitchell	1973	\N	actress,producer,director	tt0134847,tt0384537,tt0328107,tt0479528
nm0593734	Silas Weir Mitchell	1969	\N	actor,producer,director	tt0250687,tt0327247,tt0418689,tt0455275
nm0593775	Thomas Mitchell	1892	1962	actor,writer,miscellaneous	tt0031971,tt0031381,tt0038650,tt0031679
nm0593850	John Mitchum	1919	2001	actor,soundtrack,archive_footage	tt0074483,tt0066999,tt0064782,tt0068699
nm0593961	Rhona Mitra	1976	\N	actress	tt0834001,tt0289992,tt0483607,tt0402711
nm0594113	Rachel Mittelman	\N	\N	actress	tt0094721
nm0594236	Kôichi Miura	1953	\N	actor,soundtrack	tt0097814,tt1927166,tt28547628,tt1185654
nm0594257	Tomokazu Miura	1952	\N	actor,writer	tt0348003,tt0201743,tt1098226,tt1337125
nm0594271	Akihiro Miwa	1935	\N	actor,music_department,executive	tt0119698,tt0347149,tt0063203,tt2261227
nm0594301	Jamal Mixon	1983	\N	actor	tt0117218,tt0118798,tt0144528,tt1114740
nm0594302	Jerod Mixon	1981	\N	actor	tt0183505,tt0302886,tt0241760,tt0118798
nm0594348	Seiji Miyaguchi	1913	1985	actor,archive_footage	tt0047478,tt0044741,tt0050613,tt0056154
nm0594488	Kôhei Miyauchi	1929	1995	actor,archive_sound	tt0087544,tt0079833,tt0091211,tt0142240
nm0594503	Hayao Miyazaki	1941	\N	animation_department,writer,art_department	tt0245429,tt0096283,tt0347149,tt0119698
nm0594523	Yoshiko Miyazaki	1958	\N	actress,archive_footage	tt0089881,tt0181960,tt0482599,tt28810766
nm0594601	Diane Mizota	1973	\N	actress	tt0295178,tt1336617,tt0119190,tt0118749
nm0594895	Mo McRae	1982	\N	actor,producer,director	tt11648994,tt6133466,tt2305051,tt0421206
nm0594898	Mo'Nique	1967	\N	actress,producer,writer	tt0929632,tt0200353,tt0421054,tt0490196
nm0595025	Claresie Mobley	\N	\N	actor	tt0087884
nm0595567	Donald Moffat	1930	2018	actor,archive_footage	tt0084787,tt0109444,tt0081353,tt0086197
nm0595576	Jane Moffat	\N	\N	actor,writer,producer	tt14764464,tt6236572,tt2023587,tt3387520
nm0595680	Patrick Mofokeng	\N	\N	actor	tt0127357,tt1057500,tt1234546,tt0783532
nm0595934	Mohan Babu	1952	\N	actor,producer,writer	tt10189514,tt1212129,tt0924317,tt1212136
nm0596240	Shantanu Moitra	\N	\N	composer,music_department,producer	tt1187043,tt10280296,tt2855648,tt23849204
nm0596310	Zakes Mokae	1934	2009	actor,archive_footage	tt0096071,tt0114898,tt0114069,tt0106179
nm0596350	Fana Mokoena	1971	\N	actor	tt0816711,tt0395169,tt0805887,tt2304771
nm0596520	Gerald R. Molen	1935	\N	producer,production_manager,transportation_department	tt0095953,tt0107290,tt0108052,tt0088939
nm0596959	Richard Moll	1943	2023	actor,soundtrack,archive_footage	tt0179116,tt0091223,tt0257106,tt0116705
nm0597042	Clotilde Mollet	\N	\N	actress,music_department	tt0211915,tt0120802,tt1675434,tt3399024
nm0597297	Gwendolyn McCann	\N	\N	actress,make_up_department,producer	tt3733772,tt3205802,tt4419214,tt4597870
nm0597384	Joseph Momo	1952	2022	actor	tt0113247,tt0085289,tt0192458,tt0085141
nm0597388	Jason Momoa	1979	\N	actor,producer,writer	tt1477834,tt9663764,tt4334266,tt5433140
nm0597410	Taylor Momsen	1993	\N	actress,director,composer	tt0170016,tt0287717,tt0467110,tt0397442
nm0597480	Dominic Monaghan	1976	\N	actor,producer,writer	tt0120737,tt0167260,tt0167261,tt0411008
nm0597629	Jean-Marie Moncelet	1947	\N	actor,editor	tt1029234,tt0111601,tt0364193,tt0315426
nm0598213	Debra Monk	\N	\N	actress,producer,soundtrack	tt1598828,tt0118971,tt0106079,tt0116313
nm0598569	Steve Monroe	1972	\N	actor,producer,director	tt9620292,tt0212346,tt4094300,tt2071645
nm0598748	Felicity Montagu	1960	\N	actress,director,soundtrack	tt0243155,tt0395404,tt0455538,tt0469021
nm0598857	Thibault de Montalembert	1962	\N	actor,archive_footage	tt1016150,tt2711738,tt7984766,tt3996758
nm0599019	Sumalee Montano	\N	\N	actress,producer,executive	tt1179933,tt11220408,tt7651352,tt10478054
nm0599509	Jorge Monterrosa	\N	\N	actor,archive_footage	tt2707408,tt1962349,tt6216702,tt3101362
nm0600461	Colin Moody	1968	\N	actor,director,writer	tt5117670,tt0243155,tt0980970,tt1409572
nm0600473	Elizabeth Moody	1939	2010	actress,archive_footage	tt0103873,tt0120737,tt0110005,tt0111517
nm0600657	Philip Moon	\N	\N	actor,archive_footage	tt0348914,tt0118715,tt2356777,tt0107282
nm0600667	Sheri Moon Zombie	1970	\N	actress,producer,miscellaneous	tt0395584,tt0373883,tt0251736,tt1731697
nm0600668	Moon So-ri	1974	\N	actress,director,writer	tt4016934,tt0320193,tt7341842,tt0372782
nm0600810	Bill Moor	1931	2007	actor	tt0079417,tt0118971,tt0110932,tt0093278
nm0600914	Arnie Moore	\N	\N	actor	tt0087298,tt0087363,tt0088287,tt0083437
nm0601214	Frank B. Moore	\N	\N	actor	tt0175142
nm0601337	Jason Moore	1970	\N	director,producer,actor	tt2848292,tt9686790,tt1981677,tt1850457
nm0601369	Joanna Moore	1934	1997	actress,soundtrack,archive_footage	tt0052311,tt0062827,tt0055992,tt0051948
nm0601376	Joel David Moore	1977	\N	actor,producer,director	tt0499549,tt1630029,tt0364725,tt3687316
nm0601382	John Moore	1970	\N	camera_department,director,producer	tt0467197,tt0377062,tt0466909,tt0159273
nm0601385	John Moore	1968	\N	actor,archive_footage	tt0134847,tt0208988,tt0285531,tt0138574
nm0601553	Mandy Moore	1984	\N	actress,writer,producer	tt0281358,tt0398286,tt0332375,tt0360139
nm0601619	Michael Moore	1954	\N	director,producer,writer	tt0310793,tt0361596,tt0386032,tt1232207
nm0601664	Muriel Moore	\N	\N	actress	tt0120382,tt0104952,tt0119668,tt0097239
nm0601781	Rich Moore	1963	\N	director,miscellaneous,producer	tt1772341,tt2948356,tt5848272,tt0149460
nm0601859	Scott Moore	\N	\N	writer,producer,director	tt1119646,tt4651520,tt1711425,tt1488555
nm0601925	Tedde Moore	1945	\N	actress,soundtrack	tt0085334,tt0220008,tt1567215,tt0110168
nm0602455	Hattie Morahan	1978	\N	actress,archive_footage	tt2771200,tt0200465,tt3168230,tt0385752
nm0602813	Rob Moran	1960	\N	actor,producer,executive	tt1853739,tt0129387,tt0765476,tt1086772
nm0602836	Dylan Moran	1971	\N	actor,writer,art_department	tt0262150,tt0365748,tt0425413,tt1139319
nm0602941	Nick Moran	1969	\N	actor,writer,producer	tt0120735,tt0926084,tt0246544,tt1201607
nm0602985	Tony Moran	1957	\N	actor,producer,stunts	tt0077651,tt1327699,tt3628704,tt2984576
nm0603013	Sylvester Morand	\N	\N	actor,archive_footage	tt0414387,tt0311429,tt1186830,tt0115195
nm0603094	Massimo Morante	1952	2022	composer,music_department,soundtrack	tt0084777,tt0073582,tt0365748,tt0076786
nm0603218	Paco Morayta	1946	2001	actor,writer	tt0120746,tt0088011,tt0274763,tt0117509
nm0603286	Tony Mordente	1935	\N	director,producer,miscellaneous	tt0055614,tt0081871,tt0074042,tt0085029
nm0603417	Marty Moreau	\N	\N	actor,miscellaneous	tt0299658,tt1233227,tt1091909,tt0386950
nm0603628	Pierre Morel	1964	\N	camera_department,cinematographer,director	tt0414852,tt0936501,tt2515034,tt6850820
nm0603655	David Moreland	\N	\N	actor	tt0246578,tt0250494,tt0302886,tt0265459
nm0603682	André Morell	1909	1978	actor,archive_footage	tt0052618,tt0050212,tt0074896,tt0077869
nm0604392	Larry Morey	1905	1971	music_department,producer,composer	tt0034492,tt0029583,tt2140373,tt5848272
nm0604420	George Morfogen	1933	2019	actor,producer,miscellaneous	tt0085106,tt0069495,tt1767372,tt0089560
nm0604563	Cindy Morgan	1951	2023	actress,producer,archive_footage	tt0080487,tt0084827,tt0081858,tt0075488
nm0604656	Frank Morgan	1890	1949	actor,soundtrack,archive_footage	tt0032138,tt0033045,tt0035460,tt0028416
nm0604702	Harry Morgan	1915	2011	actor,director,soundtrack	tt0068098,tt0036244,tt0044706,tt0053946
nm0604742	Jeffrey Dean Morgan	1966	\N	actor,producer,soundtrack	tt0409459,tt2231461,tt1520211,tt0480255
nm0604784	Joseph Morgan	\N	\N	actor,director,writer	tt2632424,tt9814116,tt2934286,tt1043813
nm0604987	Robbi Morgan	1961	\N	actress,stunts,soundtrack	tt0080761,tt0095253,tt10726368,tt0067975
nm0605079	Tracy Morgan	1968	\N	actor,producer,writer	tt0496424,tt1385867,tt0426592,tt0787474
nm0605080	Trevor Morgan	1986	\N	actor,director,writer	tt0167404,tt0187393,tt0163025,tt0377091
nm0605081	Vanessa Morgan	1992	\N	actress,music_department,soundtrack	tt5420376,tt1016126,tt1673423,tt3186138
nm0605270	Masayuki Mori	1911	1973	actor,soundtrack,archive_footage	tt0042876,tt0054460,tt0043614,tt0048757
nm0605797	Shûichirô Moriyama	1934	2021	actor,archive_sound	tt0104652,tt0107692,tt0295080,tt0058851
nm0606439	Christopher Morris	1965	\N	actor,writer,composer	tt1341167,tt0108740,tt0118273,tt1825157
nm0606487	Dean Norris	1963	\N	actor,producer,soundtrack	tt0903747,tt0103064,tt0100802,tt3704050
nm0606541	Garrett Morris	1937	\N	actor,writer,producer	tt0106598,tt0072562,tt0278488,tt0478970
nm0606584	Haviland Morris	1959	\N	actress	tt0088128,tt0099700,tt0119303,tt0291337
nm0606657	John Morris	1926	2018	music_department,composer,soundtrack	tt0071230,tt0080678,tt0096560,tt0094012
nm0606658	John Morris	1984	\N	actor,miscellaneous,archive_footage	tt0114709,tt0435761,tt0120363,tt0107688
nm0606700	Kathryn Morris	1969	\N	actress,soundtrack,archive_footage	tt0181689,tt0297284,tt0368479,tt0800325
nm0606862	Phil Morris	1959	\N	actor,writer,archive_footage	tt0088170,tt1073498,tt2027128,tt1190536
nm0606998	Wayne Morris	1914	1959	actor,producer,miscellaneous	tt0050825,tt0034204,tt0041486,tt0029080
nm0607175	James Morrison	\N	\N	actor,producer,director	tt0285331,tt0112173,tt4093826,tt0264464
nm0607185	Jennifer Morrison	\N	\N	actress,producer,director	tt0412142,tt1843230,tt0796366,tt0490086
nm0607325	Temuera Morrison	1960	\N	actor,producer,director	tt19881256,tt19381692,tt0110729,tt9663764
nm0607338	Tommy Morrison	1969	2013	actor,soundtrack,archive_footage	tt0100507,tt0111932,tt28809913,tt0439096
nm0607375	David Morrissey	1964	\N	actor,director,producer	tt1520211,tt0467200,tt1684233,tt1020558
nm0607666	Robert Morse	1931	2022	actor,soundtrack,archive_footage	tt0061791,tt0804503,tt0059410,tt0176357
nm0607703	Glenn Morshower	1959	\N	actor,producer,writer	tt6483832,tt3520702,tt1399103,tt0285331
nm0607795	Lia D. Mortensen	1965	2023	actress	tt1179056,tt1586680,tt2322158,tt0109297
nm0607865	Emily Mortimer	1971	\N	actress,writer,producer	tt5028340,tt0805564,tt0416320,tt0800241
nm0607920	Amy Morton	1959	\N	actress	tt1193138,tt0134273,tt0107985,tt1578275
nm0608012	Joe Morton	1947	\N	actor,producer,director	tt0103064,tt0087004,tt12361974,tt0118747
nm0608090	Samantha Morton	1977	\N	actress,writer,director	tt0181689,tt0298845,tt0790712,tt0383028
nm0608187	Mercedes Morán	1955	\N	actress,writer,soundtrack	tt4698584,tt0240419,tt0770459,tt1230218
nm0608373	Maurice Moscovitch	1871	1940	actor,archive_footage	tt0032553,tt0029192,tt0031593,tt0031477
nm0608378	David Moscow	1974	\N	actor,producer,writer	tt0094737,tt6649894,tt0104990,tt0322589
nm0608405	Bill Moseley	1951	\N	actor,producer,writer	tt0395584,tt0963194,tt0251736,tt0100258
nm0608440	William Moseley	1987	\N	actor,writer	tt0363771,tt0499448,tt3597912,tt0980970
nm0608601	Mark Moses	\N	\N	actor,writer,archive_footage	tt0091763,tt0804503,tt1796960,tt0410975
nm0608714	Scott Mosier	1971	\N	producer,writer,actor	tt0109445,tt0118842,tt0113749,tt0261392
nm0609114	Ebon Moss-Bachrach	1977	\N	actor,soundtrack,archive_footage	tt1723816,tt5675620,tt5716624,tt0472027
nm0609144	Nancy Mosser	\N	\N	casting_department,casting_director,actress	tt1206543,tt2582496,tt0120655,tt14376344
nm0609163	Phil Mossman	\N	\N	composer,music_department,sound_department	tt2884206,tt1549572,tt0120780,tt0240772
nm0609215	Josh Mostel	1946	\N	actor,soundtrack	tt0070239,tt0091541,tt0101587,tt0112508
nm0609236	Jonathan Mostow	1961	\N	director,producer,writer	tt0181852,tt0118771,tt0141926,tt0986263
nm0609477	Bess Motta	1958	\N	actress,miscellaneous,archive_footage	tt0088247,tt0300709,tt0094361
nm0609549	Greg Mottola	1964	\N	producer,director,writer	tt1091722,tt0116041,tt0829482,tt1082583
nm0609845	Anson Mount	1973	\N	actor,producer,director	tt0275022,tt12327578,tt9419884,tt1656190
nm0609944	Wagner Moura	1976	\N	actor,producer,director	tt0861739,tt2707408,tt1555149,tt7825208
nm0610187	Scott Moutter	1984	\N	actor	tt0253556,tt0334874,tt0202190,tt0400391
nm0610267	Caryn Mower	1965	\N	stunts,actress,miscellaneous	tt0452702,tt1815862,tt1600195,tt0409182
nm0610459	Stephen Moyer	1969	\N	actor,producer,director	tt0844441,tt1646980,tt0822847,tt0180073
nm0610820	David Mucci	\N	\N	actor,archive_footage	tt0105695,tt0120693,tt0126916,tt0081383
nm0610831	Gabriele Muccino	1967	\N	director,writer,actor	tt0814314,tt0454921,tt0265930,tt2582502
nm0610904	Zoltán Mucsi	1957	\N	actor	tt1340800,tt0408060,tt0373981,tt0388202
nm0610935	Dan Mudford	\N	\N	miscellaneous,composer,director	tt0425112,tt0446029,tt0365748,tt1131729
nm0610967	Ron Mueck	1958	\N	actor,miscellaneous,special_effects	tt0091369,tt0119893,tt0346222,tt0089052
nm0611127	Marianne Muellerleile	1948	\N	actress,archive_footage	tt0088247,tt0122459,tt0475394,tt1135985
nm0611148	Wanja Mues	1973	\N	actor,director,assistant_director	tt0253474,tt0372183,tt0121037,tt0833574
nm0611663	Suhasini Mulay	1950	\N	actress,assistant_director	tt0169102,tt0292490,tt0449994,tt0246687
nm0611683	Russell Mulcahy	1953	\N	director,producer,writer	tt0091203,tt0432021,tt1567432
nm0611731	Saskia Mulder	1973	\N	talent_agent,actress	tt0435625,tt1073105,tt0163978,tt0276650
nm0611889	Chris Mulkey	\N	\N	actor,producer,writer	tt10369484,tt1535109,tt4669788,tt2582802
nm0611898	Martin Mull	1943	\N	actor,miscellaneous,writer	tt0088930,tt0116705,tt0085970,tt0094540
nm0611932	Peter Mullan	1959	\N	actor,director,writer	tt0318411,tt1204340,tt0206634,tt1568911
nm0612322	Robert Mulligan	1925	2008	director,producer,actor	tt0056592,tt0067803,tt0069050,tt0073451
nm0612534	Callan Mulvey	1975	\N	actor,stunts	tt2975590,tt6679794,tt1253863,tt1843866
nm0612621	Bill Mumy	1954	\N	actor,producer,writer	tt0105946,tt0058824,tt0104135,tt0318252
nm0613098	Caroline Munro	1949	\N	actress,soundtrack,archive_footage	tt0076752,tt0081114,tt0091969,tt0071569
nm0613147	Lochlyn Munro	1966	\N	actor,producer,soundtrack	tt0329101,tt0381707,tt0175142,tt0120770
nm0613789	Jack Murdock	1922	2001	actor,archive_footage	tt0095953,tt0080360,tt0085255,tt0091799
nm0614165	Cillian Murphy	1976	\N	actor,producer,writer	tt0289043,tt1375666,tt0448134,tt15398776
nm0614220	Donna Murphy	\N	\N	actress,soundtrack,archive_footage	tt4406178,tt0398286,tt0120844,tt0489237
nm0614373	John Murphy	1965	\N	composer,music_department,soundtrack	tt6334354,tt0448134,tt1877832,tt0430357
nm0614526	Michael Murphy	\N	\N	actor,archive_footage	tt0079522,tt0073440,tt0094562,tt0491747
nm0614677	Rosemary Murphy	1925	2014	actress,archive_footage	tt0056592,tt0074464,tt0113819,tt0838247
nm0614682	Ryan Murphy	1965	\N	producer,writer,music_department	tt1327801,tt1844624,tt10161886,tt7562112
nm0614774	Walter Murphy	1952	\N	music_department,composer,producer	tt1637725,tt0182576,tt0313911,tt0362478
nm0614877	Chad Michael Murray	1981	\N	actor,producer,director	tt0368530,tt0397065,tt0356470,tt0322330
nm0614921	Doug Murray	\N	\N	actor,producer,writer	tt1895587,tt0483726,tt13698942,tt5397194
nm0615063	Joel Murray	1963	\N	actor,director,writer	tt1912398,tt0804503,tt0118303,tt1655442
nm0615249	Rodrigo Murray	1969	\N	actor,producer	tt0245712,tt9001656,tt11166096,tt1202520
nm0615266	Sean Murray	1977	\N	actor,soundtrack,archive_footage	tt0107120,tt0364845,tt0108330,tt0106022
nm0615306	Tom Murray	1873	1935	actor,archive_footage	tt0015864,tt0017483,tt0016998,tt0017290
nm0615554	Brent Musburger	1939	\N	actor,archive_footage	tt0120484,tt1691917,tt0079817,tt1216475
nm0615592	Andy Muschietti	1973	\N	producer,director,writer	tt2023587,tt1396484,tt7349950,tt1315885
nm0615663	Robert Musgrave	\N	\N	actor,miscellaneous	tt0387808,tt0115734,tt0817538,tt0258153
nm0615780	John Musker	1953	\N	writer,director,animation_department	tt0119282,tt0103639,tt3521164,tt0097757
nm0616667	Chris Myers	1959	\N	actor,writer,archive_footage	tt0250687,tt0120461,tt0119055,tt0112086
nm0616729	Harry Myers	1882	1938	actor,director,writer	tt0021749,tt1204019,tt0012067,tt0012881
nm0617009	Sophia Myles	1980	\N	actress,archive_footage	tt0375154,tt2109248,tt0320691,tt0462465
nm0617042	Mark Mylod	\N	\N	producer,director,miscellaneous	tt7660850,tt0944947,tt1586680,tt2699110
nm0617130	Daniel Myrick	1963	\N	writer,director,producer	tt0185937,tt0229260,tt0962711,tt1540011
nm0617523	Måns Mårlind	1969	\N	writer,director,assistant_director	tt4836846,tt1733785,tt7402400,tt8879894
nm0617622	Raúl Méndez	1975	\N	actor,producer,writer	tt7056864,tt2707408,tt2431438
nm0618057	Ulrich Mühe	1953	2007	actor,director,archive_footage	tt0405094,tt0119167,tt0157232,tt0105328
nm0618291	Richy Müller	1955	\N	actor,soundtrack	tt0295701,tt0806910,tt1452297,tt0389671
nm0618690	Matheus Nachtergaele	1969	\N	actor,director,writer	tt0317248,tt1136609,tt0271383,tt0810096
nm0618955	Stephanie Nadolny	1971	\N	actress,miscellaneous,sound_department	tt0142242,tt0142233,tt0142238,tt1125254
nm0619056	T.S. Nagabharana	1953	\N	director,actor,writer	tt0245978,tt7838252,tt6209546,tt10698680
nm0619077	Ichirô Nagai	1931	2014	actor,archive_footage,archive_sound	tt0087544,tt0107692,tt0090248,tt1474276
nm0619406	Parminder Nagra	\N	\N	actress,soundtrack,archive_footage	tt0286499,tt0108757,tt2741602,tt1728102
nm0619555	Stu Nahan	1926	2007	actor,archive_footage	tt0084602,tt0089927,tt0083929,tt0079817
nm0619600	Philippe Nahon	1938	2020	actor,producer,archive_footage	tt0157016,tt0290673,tt0218871,tt0338095
nm0619651	Ajay Naidu	1972	\N	actor,director,writer	tt0151804,tt0272152,tt0307987,tt0138704
nm0619822	Takashi Naitô	1955	\N	actor	tt0245429,tt0495596,tt1798188,tt0085933
nm0619828	Ryô Naitô	1974	\N	actor	tt0877057,tt5923962,tt0231050,tt0182562
nm0619836	Babak Najafi	1975	\N	director,writer,editor	tt1548629,tt3300542,tt3454016,tt0245385
nm0619923	Olivier Nakache	1973	\N	writer,producer,director	tt1675434,tt8655470,tt5699154,tt1404082
nm0619938	Tatsuya Nakadai	1932	\N	actor,soundtrack,archive_footage	tt0056058,tt0080979,tt0089881,tt0056443
nm0620017	Kazuya Nakai	1967	\N	actor,soundtrack,archive_footage	tt0388629,tt0988818,tt0423731,tt6477380
nm0620378	Hideo Nakata	1961	\N	director,writer,producer	tt0308379,tt0178868,tt0218553,tt0382628
nm0620636	Govind Namdeo	1954	\N	actor	tt0195231,tt1077248,tt0200087,tt2283748
nm0620657	Daisuke Namikawa	1976	\N	actor,director,soundtrack	tt1263228,tt6047974,tt3277432,tt1380179
nm0620756	Jack Nance	1943	1996	actor,archive_footage	tt0074486,tt0090756,tt0087182,tt0116922
nm0620919	Agnese Nano	1965	\N	actress	tt0095765,tt0107462,tt2090552
nm0620964	Isabelle Nanty	1962	\N	actress,writer,director	tt0211915,tt0353243,tt0356999,tt0108500
nm0620981	Igal Naor	1958	\N	actor	tt15350824,tt1796960,tt5936448,tt4565380
nm0621002	Alan Napier	1903	1988	actor,miscellaneous,soundtrack	tt0058329,tt0060153,tt0057546,tt0059968
nm0621008	Charles Napier	1936	2011	actor,music_department,producer	tt0102926,tt0089880,tt0080455,tt0118655
nm0621176	Tony Nappo	\N	\N	actor,writer,producer	tt0418819,tt0432348,tt1132626,tt0890870
nm0621382	Michael Nardone	1967	\N	actor	tt0885761,tt3748528,tt7025920,tt13287846
nm0621393	Kathrine Narducci	1960	\N	actress,producer,director	tt0106489,tt1302006,tt8206668,tt0110527
nm0621597	Arthur J. Nascarella	1944	\N	actor,writer,miscellaneous	tt0141842,tt0318374,tt0124718,tt4270492
nm0621788	Niecy Nash	1970	\N	actress,producer,director	tt0370194,tt0372237,tt5640558,tt0499554
nm0621829	Peter Nashel	\N	\N	composer,music_department,miscellaneous	tt5580036,tt6857166,tt8134470,tt13065386
nm0621932	Foued Nassah	1962	2010	actor,producer,writer	tt1235166,tt0109560,tt0347330,tt0103188
nm0621937	Nassar	1958	\N	actor,director,writer	tt4849438,tt2631186,tt0977855,tt0376127
nm0622112	Vincenzo Natali	1969	\N	art_department,director,producer	tt0123755,tt4687108,tt0284978,tt1017460
nm0622412	Mari Natsuki	1952	\N	actress,music_department,soundtrack	tt0245429,tt0086244,tt5104604,tt0462423
nm0622416	Yôsuke Natsuki	1936	2018	actor,soundtrack,archive_footage	tt0058544,tt0055630,tt0087344,tt9015178
nm0622474	John Nau	\N	\N	composer,music_department,actor	tt8364368,tt1920849,tt3797512,tt3165612
nm0622539	Amanda Naughton	\N	\N	actress,soundtrack	tt0115333,tt0359950,tt0219175,tt0203259
nm0622544	David Naughton	1951	\N	actor,music_department,miscellaneous	tt0082010,tt0165710,tt0100688,tt0087425
nm0622782	Javier Navarrete	1956	\N	composer,music_department,sound_department	tt0457430,tt1646987,tt1531901,tt0494238
nm0623214	Gorô Naya	1929	2013	actor,miscellaneous,soundtrack	tt0079833,tt0087544,tt0189973,tt0078187
nm0623605	Edwin Neal	1945	\N	actor,producer,writer	tt0072271,tt0089181,tt0107626,tt1327585
nm0623658	Patricia Neal	1926	2010	actress,soundtrack,archive_footage	tt0043456,tt0057163,tt0059309,tt0054698
nm0623787	Laurel Near	1953	\N	actress,archive_footage	tt0074486
